APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
9837355,IK6,VA,5,N,8/27/2019,10/1/2019,9/30/2020,999,IK6RX002974,,RFA-RX-18-017,5IK6RX002974-02,,OTHERS,2019,Veterans Affairs,,SEATTLE,UNITED STATES,,9,20232971,US,481094,VA PUGET SOUND HEALTHCARE SYSTEM,WA,981081532,"Project Narrative (relevance to veterans) VA surgeons perform more than 4000 major lower limb amputations annually. These veterans are among the 623,000 Americans who live with a major lower limb amputation, the majority of whom were of diabetic or dysvascular etiology (4 out of 5) and the remainder mostly due to trauma. Another several thousand, also of traumatic etiology, stem from the U.S. involvement in enduring military conflicts overseas. These veterans have all experienced a profound change in their lives. They walk slower and fall more often. Many incur injuries to their residual limb. Few find wearing a prosthesis a comfortable. Why? Because the current state-of-the-art of prosthetic restoration is no peer of the natural limb. My clinically-relevant research aims to improve their mobility, reduce their risk of injury, and enhance their comfort by using innovative approaches to marry new technology with artisanal practice.",8528166; ,"KLUTE, GLENN ;",,10/1/2018,9/30/2023,Address; Air; American; Ankle; Area; Attenuated; Award; base; Biological; Biomimetics; Bionics; career; Characteristics; Clinical; clinical decision-making; clinical practice; clinically relevant; cloud based; Communities; Complex; Conflict (Psychology); Consumption; Couples; Custom; Data; Data Set; design; Development; Devices; diabetic; Distal; Elements; Environment; Equilibrium; Etiology; experience; falls; foot; functional outcomes; Funding; Gait; Geography; Goals; graduate student; Grant; graphical user interface; Household; Imagination; improved; improved mobility; Incidence; Individual; Injury; innovation; instrument; Intellectual Property; Intervention; Intuition; Kinetics; Knowledge; Laboratories; Lead; Learning; learning algorithm; Left; Life Experience; limb amputation; Limb Prosthesis; Limb structure; Locomotion; Lower Extremity; machine learning algorithm; Measures; Military Personnel; Modeling; Motion; Motor; Muscle; new product development; new technology; next generation; novel; Output; Participant; Pattern Recognition; peer; Population; Posture; preference; Pregnancy; Process; Property; prophylactic; Prosthesis; prosthesis control; prosthetic foot; Provider; Quality of life; Ramp; Randomized Clinical Trials; Rehabilitation therapy; rehabilitative care; Research; Research Support; residual limb; response; restoration; Risk; Robotics; Scientist; Skin; Skin injury; Skin Temperature; soft tissue; Soft Tissue Injuries; Source; stem; Surgeon; Suspensions; Sweat; System; Temperature; Testing; Thermodynamics; Time; tool; Torque; Torsion; Trauma; Ulcer; Vacuum; Veterans; Walking; walking speed; wearable technology; Weight; Weight Gain; Work; ,RR&D Research Career Scientist Award Application,2974,RRD7,Rehabilitation Engineering & Prosthetics/Orthotics  ,,,2,,,,
9837783,I01,VA,1,N,9/18/2019,10/1/2019,9/30/2020,999,I01RX003140,,RFA-RX-18-013,1I01RX003140-01A1,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,GAINESVILLE,UNITED STATES,,3,97378632,US,481152,VETERANS HEALTH ADMINISTRATION,FL,326081135,"Post-traumatic stress disorder (PTSD) is a major source of quality of life decline in Veterans. Sleep disruption in PTSD is very common and hyperarousal features of PTSD have a bidirectional relationship to sleep problems. Current treatment options have limited efficacy. Further, pharmacological treatments for poor sleep quality often deleteriously affect sleep architecture and may also be addictive. We will examine the efficacy of a non-invasive treatment option called transcutaneous vagal nerve stimulation (tVNS) to improve sleep architecture (aim 1), hyperarousal symptoms of PTSD (aim 2), and predictors of individual differences in response (e.g., mild TBI features) (aim 3). tVNS is promising because the vagus nerve affects brain structures that underlie core hyperarousal PTSD symptoms. Preliminary data in animals and humans suggest efficacy in reducing hyperarousal symptoms and increasing restorative sleep quality. Data gleaned from this investigation will substantially move this technology towards becoming a viable treatment.",10171752; ,"WILLIAMSON, JOHN B;",,10/1/2019,9/30/2023,actigraphy; addiction; Address; Adherence; Affect; alcohol and other drug; Alcohol consumption; Amygdaloid structure; Animals; Apnea; Arthritis; Attenuated; attenuation; Autonomic nervous system; base; Behavior; Behavioral; Brain; Cardiovascular Diseases; Chronic; clinical care; clinically relevant; cognitive performance; Complex; Continuous Positive Airway Pressure; Crossover Design; Data; Dependence; Development; Diabetes Mellitus; disabling symptom; Disease; Dose; Ear; effective therapy; Emotional; Environment; Evaluation; Event; experience; falls; fighting; Fostering; Frequencies; Glean; Health; Heart Rate; heart rate variability; Heterogeneity; Home environment; Hour; Human; Impairment; Implant; improved; improvement on sleep; Individual Differences; Inflammatory; Injury; innovation; Investigation; Knowledge; Literature; Measures; Methods; mild traumatic brain injury; Monitor; Moods; multimodality; Nerve; neurophysiology; neurosurgery; Neurotransmitters; Nightmare; non rapid eye movement; novel; Operative Surgical Procedures; Outcome; Parasympathetic Nervous System; Participant; Patient Self-Report; Patients; Pharmacological Treatment; Pharmacology; Phase; Population; Post-Traumatic Stress Disorders; Publishing; Quality of life; Recording of previous events; Recovery; reduce symptoms; Regulation; REM Sleep; Reporting; response; Rest; Risk; Role; Safety; Severities; side effect; Sleep; Sleep Architecture; Sleep Deprivation; Sleep Disorders; Sleep disturbances; sleep onset; sleep quality; Sleeplessness; Slow-Wave Sleep; Source; Structure; success; Sympathetic Nervous System; Symptoms; System; Technology; Testing; Time; tool; Translations; treatment response; Up-Regulation; Vagus nerve structure; Veterans; Visual; white matter; Work; ,Transcutaneous vagal nerve stimulation improvement of sleep quality in veterans with PTSD with or without history of mild TBI,3140,RRD1,Brain Health & Injury ,,A1,1,,,,
9882685,R01,HS,1,N,9/13/2019,9/30/2019,7/31/2020,226,R01HS026725,SCHOOLS OF MEDICINE,PA-16-423,1R01HS026725-01A1,AHRQ:500000\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,ANN ARBOR,UNITED STATES,INTERNAL MEDICINE/MEDICINE,12,73133571,US,1506502,UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,481091276,"Many government and health system programs promote rapid delivery of antibiotics in patients with severe sepsis, since faster time-to-antibiotics is associated with improved survival in this population. However, the diagnosis of sepsis is often uncertain, so there is growing concern that such programs will also result in increased antibiotic use in patients without infection. We propose to assess trends in antibiotic prescribing during early hospitalization across two large healthcare systems and quantify the trade-offs associated with improvements in time-to-antibiotics for severe sepsis.",9642124; 11787021 (contact); ,"LIU, VINCENT ; PRESCOTT, HALLIE CHRISTINE (contact);","MILLER, MELISSA",9/30/2019,1/31/2024,,Understanding and Informing Early Hospital Antibiotic Prescribing for Potential Infection,26725,HSQR,Healthcare Patient Safety and Quality Improvement Research ,,A1,1,,,500000,
9884232,R01,HS,1,N,9/16/2019,9/30/2019,7/31/2020,226,R01HS026753,SCHOOLS OF MEDICINE,PA-18-795,1R01HS026753-01A1,AHRQ:397642\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,BOSTON,UNITED STATES,ADMINISTRATION,7,47006379,US,3212902,HARVARD MEDICAL SCHOOL,MA,21156027,"PROJECT NARRATIVE Opioid prescribing rates have quadrupled in the United States over the past 25 years, with large effects on the older Medicare population, among whom hospitalization rates for opioid overdoses have grown over five-fold since 1993. An underappreciated potential avenue through which new opioid use begins among older Americans is after hospitalization for non-surgical, general medical conditions, which comprise nearly two- thirds of all hospitalizations in the US. The proposed grant will provide national estimates of the frequency of opioid prescribing at hospital discharge for Medicare beneficiaries hospitalized with general medical conditions, study the relationship of prescribing with adverse patient outcomes and long-term opioid use, and improve our understanding of the role of specific providers - both hospitals and physicians - in driving opioid prescribing at the time of hospital discharge.",6852162; ,"JENA, ANUPAM BAPU;","PERFETTO, DEBORAH",9/30/2019,7/31/2024,,Prescribing of opioids at hospital discharge and associated adverse patient outcomes,26753,HSQR,Healthcare Patient Safety and Quality Improvement Research ,,A1,1,,,397642,
9887890,R01,HS,2,N,9/12/2019,9/30/2019,7/31/2020,226,R01HS022882,SCHOOLS OF MEDICINE,PA-18-795,2R01HS022882-02,AHRQ:394479\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,NEW YORK,UNITED STATES,INTERNAL MEDICINE/MEDICINE,12,121911077,US,5998304,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,10016,"Narrative This grant will explore provider, hospital and community factors affecting the value (quality and cost) of inpatient care. A better understanding of what drives high value care will help hospitals across the country to more rapidly transform to a value-based healthcare system, improving healthcare quality and cost for all Americans.",9770421; ,"HORWITZ, LEORA ;","MILLER, DANIEL",9/30/2014,7/31/2024,,"Understanding hospital value: provider, hospital and community effects",22882,HSVR,Healthcare Systems and Values Research ,,,2,,,394479,
9888043,R01,HS,1,N,9/17/2019,9/30/2019,7/31/2020,226,R01HS026742,SCHOOLS OF MEDICINE,PA-16-423,1R01HS026742-01A1,AHRQ:493639\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,SAINT LOUIS,UNITED STATES,PEDIATRICS,1,68552207,US,9083901,WASHINGTON UNIVERSITY,MO,631304862,"PROJECT NARRATIVE The proposed study addresses a worldwide public health emergency, antibiotic resistant bacterial infections. This study addresses this problem by identifying and testing interventions to de-implement (eliminate) unnecessary antibiotic use for children undergoing surgical procedures at low risk for surgical site infections. Results from this study will be easily disseminated to other hospitals that perform surgeries in children leading to a significant reduction in unnecessary antibiotic use, a decrease in Clostridioides difficile infections and an overall higher quality of care for children requiring surgery.",10489937; ,"NEWLAND, JASON ;","GRAY, DARRYL T",9/30/2019,7/31/2024,,De-Implementation of Unnecessary Surgical Antibiotic Prophylaxis in Children,26742,HSQR,Healthcare Patient Safety and Quality Improvement Research ,,A1,1,,,493639,
9891128,U01,GH,1,N,8/19/2019,9/30/2019,9/29/2020,326,U01GH002260,,RFA-GH-19-009,1U01GH002260-01,ODCDC:504295\,Non-SBIR/STTR RPGs,2019,Center for Global Health,,HA NOI,VIETNAM,,,555231708,VM,10033787,GENERAL DEPARTMENT/ PREVENTIVE MEDICINE,,84,"PROJECT NARRATIVE OF THE APPLICATION The GDPM would like to propose a Project for 5 year with two research proposals for the first year that will expand upon EBS implementation and the nationwide survey on sero-prevalence of hepatitis B and C, including: (1) Determining best implementation practices of nation-wide scale up of EBS surveillance of infectious diseases, and (2) Molecular Epidemiology of Blood-Borne Hepatitis Viruses in Viet Nam, 2018. The research aim at: 1) Use lessons learned from the EBS mixed methods evaluation interventions to improve EBS implementation in Vietnam; and, 2) Provide the necessary database for policy making and action plan development on viral hepatitis prevention and control, as well as diagnosis and management of patients in curative facilities, respectively. The Projects will help Viet Nam in advancing infectious disease detection and response, and further tighten the Viet Nam MOH - USCDC cooperation. Advancing Infectious Disease Detection and Response in Viet Nam Page 1 RFA-GH-19-009",15903100; ,"DANG, TAN ;",,9/30/2019,9/29/2024,,Advancing Infectious Disease Detection and Response in Viet Nam,2260,ZGH1,Special Emphasis Panel ,,,1,,,504295,
9894696,R01,CE,5,N,8/23/2019,9/30/2019,9/29/2020,136,R01CE003052,,RFA-CE-18-006,5R01CE003052-02,NCIPC:748242\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,,BOSTON,UNITED STATES,,7,5492160,US,3617301,BOSTON MEDICAL CENTER,MA,21182908,"Project Narrative: Non-fatal opioid overdose is the strongest predictor of a subsequent fatal overdose and, as such, offers a pivotal opportunity to engage the survivor in services to reduce the likelihood of a future fatal overdose. To take advantage of this opportunity, ?Knock and Talk? (KT) programs?in which public health and public safety partners reach out to overdose survivors and link them to services?are rapidly emerging in Massachusetts and elsewhere; however, their effectiveness remains unknown. The proposed study will contribute to our scientific understanding of the effectiveness of KT programs in reducing opioid-related deaths; identify their most effective characteristics; shed light on best practices, unintended consequences, and implementation barriers and facilitators; and broadly disseminate guideline recommendations for public health and public safety agencies interested in initiating these programs or improving existing programs, potentially reducing the incidence of fatal overdoses.",8903866; ,"WALLEY, ALEXANDER YALE;",,9/30/2018,9/29/2021,,Knock and Talk: Public Health-Public Safety Partnerships for Post-Overdose Outreach and Prevention,3052,ZCE1,Special Emphasis Panel ,,,2,,,748242,
9902825,R18,HS,1,N,8/29/2019,9/30/2019,9/29/2020,226,R18HS027261,,RFA-HS-19-001,1R18HS027261-01,AHRQ:623125\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,KENT,UNITED STATES,,13,41071101,US,1523302,KENT STATE UNIVERSITY,OH,442420001,"Narrative/Relevance Trauma rooms are high-risk environments prepared to respond to unpredictable traumatic events that are life- threatening to patients. Preventable errors that lead to increased mortality are often due to deficits in one or more of the components of the work system and manifest themselves in workflow, interruptions, disruptions, technology integration, and sensory attributes as they relate to technology, tasks, organization, and people within the physical environment. This study is the first to examine how the design of the physical environment can improve patient safety in trauma rooms and is the first to create a model for future trauma room design to improve patient safety and care.",15013377; ,"BAYRAMZADEH, SARA ;","RODRICK, DAVID",9/30/2019,9/29/2023,,Towards a Model of Safety and Care for Trauma Room Design,27261,ZHS1,Special Emphasis Panel ,,,1,,,623125,
9937865,U01,TS,1,N,9/17/2019,9/30/2019,9/29/2020,70,U01TS000310,,RFA-TS-19-002,1U01TS000310-01,ATSDR:1000000\,Non-SBIR/STTR RPGs,2019,AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,,LANSING,UNITED STATES,,8,113704139,US,5234501,MICHIGAN STATE DEPARTMENT OF HEALTH AND HUMAN SERVICES,MI,489097695,"PROJECT NARRATIVE The proposed research will contribute significantly to what is known about the toxicity of per- and polyfluoroalkyl substances (PFAS) and will extend the epidemiological literature to include endpoints that are not well characterized (i.e., immune function). This effort in turn will inform public health responses and policies concerning PFAS exposure by equipping policy makers and public health responders with the data needed to drive their actions.",15954712 (contact); 1870926; 14263833; ,"GROETSCH, KORY  (contact); SAVITZ, DAVID A; VAN 'T ERVE, THOMAS JOOST;",,9/30/2019,9/29/2024,,Michigan Site for ATSDR Per- and Polyfluoroalkyl Substance Contaminated Drinking Water Multi-site Health Study,310,ZTS1,Special Emphasis Panel ,,,1,,,1000000,
9938124,R01,HS,1,N,9/11/2019,9/30/2019,9/29/2020,226,R01HS027367,,RFA-HS-19-003,1R01HS027367-01,AHRQ:499090\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,BOSTON,UNITED STATES,,7,71723621,US,758101,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,22155400,"8. Project Narrative The National Academies of Medicine report Improving Diagnosis in Healthcare urges engagement of patients and families as essential partners in effective diagnosis but current approaches to understanding and measuring diagnostic errors have been predominantly developed by and focused on clinicians. We will create a new patient-centered framework for analyzing diagnostic breakdowns co-developed by patients/families/care partners, diagnostic experts, and health services researchers, and then apply the analytic tool to two unique existing large datasets to describe the incidence, types, and contributing factors to patient-reported diagnostic breakdowns in ambulatory care. We will also create a new EHR patient-portal based approach to actively and systematically engage chronically ill ambulatory children and adults in the diagnostic process at 2 US healthcare centers using relatively untapped patient access to existing EHR data (such as visit notes, results); and assess safety, implementation, and stakeholder experience outcomes.",11541223; ,"BELL, SIGALL ;","MEYERS, DAVID",9/30/2019,9/29/2022,,Answering the call to engage patients and families in the diagnostic process: A new patient-centered approach using health information transparency to identify diagnostic breakdowns in ambulatory care,27367,ZHS1,Special Emphasis Panel ,,,1,,,499090,
10005877,U48,DP,6,N,8/29/2019,9/30/2019,9/29/2020,135,U48DP006395,SCHOOLS OF SOCIAL WELFARE/WORK,RFA-DP-19-001,6U48DP006395-01M001,NCCDPHP:749989\,OTHERS,2018,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,SAINT LOUIS,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,1,68552207,US,9083901,WASHINGTON UNIVERSITY,MO,631304862,,1885266; ,"BROWNSON, ROSS C;",,9/30/2019,9/29/2024,,Prevention Research Center in St. Louis,6395,ZDP1,Special Emphasis Panel ,,M001,1,,,749989,
10006484,U48,DP,6,N,8/29/2019,9/30/2019,9/29/2020,135,U48DP006396,SCHOOLS OF MEDICINE,RFA-DP-19-001,6U48DP006396-01M001,NCCDPHP:1689616\,OTHERS,2018,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,NEW YORK,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,12,121911077,US,5998304,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,10016,,12503651; 10479790 (contact); 7860791; ,"HUANG, TERRY T-K; THORPE, LORNA  (contact); TRINH-SHEVRIN, CHAU ;",,9/30/2019,9/29/2024,,NYU-CUNY Prevention Research Center,6396,ZDP1,Special Emphasis Panel ,,M001,1,,,1689616,
9077064,I01,VA,5,N,10/1/2019,10/1/2015,9/30/2016,999,I01HX001076,,RFA-HX-12-020,5I01HX001076-04,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,INDIANAPOLIS,UNITED STATES,,7,608434697,US,481029,RLR VA MEDICAL CENTER,IN,462022803,"Stroke and traumatic brain injury are leading causes of disability among veterans who require  the care of informal members in the home setting. Families are often thrust into providing care  for veterans after a stroke or a TBI. This study compares the comprehensive nursing Telephone  Assessment and Skill-building Kit (TASK) intervention for stroke caregivers (TASK-II) and for  TBI caregivers (TASK-II TBI) to an Informal, Support and Referral intervention for enabling  caregivers to develop the necessary skills to manage care for the survivors and care for  themselves as caregivers. The significance of this program is the potential implementation of  this turnkey program for family caregivers of veterans with stroke and TBI across VHA by  offering comprehensive training and support through an efficacious, cost-effective program.",11168013; ,"DAGGETT, VIRGINIA S;",,10/1/2012,9/30/2019,Address; Attention; attentional control; caregiver education; caregiver interventions; Caregivers; caregiving; Caring; Climacteric; comparative; Control Groups; cost; Cost Analysis; cost effective; cost effectiveness; cost outcomes; cost-effectiveness ratio; Data; Data Collection; depressive symptoms; disability; Discipline of Nursing; efficacy testing; evidence base; Family; Family Caregiver; Family member; follow-up; Goals; Home environment; Hospitalization; Hour; improved; incremental cost-effectiveness; informal care; informal caregiver; informal support; Intervention; intervention effect; intervention program; Managed Care; Measures; Mediator of activation protein; member; Methods; Modeling; Nurses; optimism; Outcome; Patients; post intervention; post stroke; Post-Traumatic Stress Disorders; primary caregiver; primary outcome; Procedures; programs; Randomized; Randomized Controlled Clinical Trials; Randomized Controlled Trials; randomized trial; Research; Resources; secondary outcome; Self Efficacy; skills; social; social engagement; Stroke; stroke intervention; stroke outcome; stroke patient; Survivors; Telephone; Testing; Training Support; Traumatic Brain Injury; Veterans; ,Telephone Assessment and Skill-Building Intervention for Informal Caregivers,1076,NRI1,"NRI  Nursing Research Initiative (ORD program, managed by HSR&D) ",,,4,,,,
9698585,R01,CE,1,N,9/23/2019,9/30/2019,9/29/2020,136,R01CE003006,,RFA-CE-18-006,1R01CE003006-01,NCIPC:747531\,Non-SBIR/STTR RPGs,2018,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,,DENVER,UNITED STATES,,1,93564180,US,2088101,DENVER HEALTH AND HOSPITAL AUTHORITY,CO,802044507,"PROJECT NARRATIVE At the conclusion of the proposed study, we will have demonstrated acceptability, feasibility, and initial efficacy of linkage navigation for initiation and engagement in treatment for individuals with OUD in an integrated safety-net healthcare organization. Our findings will contribute to the scientific base for prevention of opioid overdose by providing empirical evidence for a replicable intervention for enhancing linkage navigation to engage a hard to reach population into treatment and potentially reducing morbidity and mortality associated with one of the largest national public health crises.",10378779; ,"AL-TAYYIB, ALIA ;",,9/30/2019,9/29/2021,,Linkage navigation to enhance initiation and engagement in treatment for opioid use disorder to prevent overdose.,3006,ZCE1,Special Emphasis Panel ,,,1,,,747531,
